url,label
https://gopay25.ejcx.top/?bagi-saldo=42,1
https://dana-verifikasi.com/klaim-saldo,1
https://bit.ly/klaim-hadiah-bca,1
https://ovo-cashback.xyz/verifikasi,1
https://bri-mobile-verify.click/login,1
https://shopee-flashsale.top/promo,1
https://telkomsel-poin.info/tukar,1
https://bca-secure-login.xyz/verify,1
https://gojek25.tk/bagi-saldo,1
https://linkaja-bonus.ml/klaim,1
https://pln-cashback.ga/verifikasi,1
https://grab-promo25.cf/hadiah,1
https://bpjs-klaim-dana.xyz/form,1
https://tokopedia-flash.top/diskon,1
https://blibli-voucher.info/redeem,1
https://mandiri-verify-akun.xyz/login,1
https://bni-secure.click/verifikasi,1
https://indomaret-poin.top/tukar,1
https://alfamart-bonus.xyz/klaim,1
https://jne-lacak-paket.info/cek,1
https://jnt-cod-bayar.xyz/konfirmasi,1
https://sicepat-resi.click/lacak,1
https://kredivo-approve.xyz/ajukan,1
https://akulaku-limit.top/naikkan,1
https://kominfo-blokir.xyz/verifikasi,1
https://pajak-online-bayar.info/lunasi,1
https://bansos-cair.xyz/daftar,1
https://kartuprakerja-daftar.click/gelombang,1
https://vaksin-sertifikat.xyz/unduh,1
https://bsu-kemnaker.info/cek,1
https://gopay.co.id/promo,0
https://dana.id/beranda,0
https://www.ovo.id/,0
https://bri.co.id/,0
https://shopee.co.id/flash-sale,0
https://www.telkomsel.com/,0
https://www.bca.co.id/,0
https://www.gojek.com/,0
https://linkaja.id/,0
https://www.pln.co.id/,0
https://www.grab.com/id/,0
https://www.bpjsketenagakerjaan.go.id/,0
https://www.tokopedia.com/,0
https://www.blibli.com/,0
https://www.bankmandiri.co.id/,0
https://www.bni.co.id/,0
https://www.indomaret.co.id/,0
https://alfamart.co.id/,0
https://www.jne.co.id/,0
https://www.jet.co.id/,0
https://www.sicepat.com/,0
https://www.kredivo.com/,0
https://www.akulaku.com/,0
https://www.kominfo.go.id/,0
https://pajak.go.id/,0
https://kemensos.go.id/,0
https://www.prakerja.go.id/,0
https://pedulilindungi.kemkes.go.id/,0
https://www.kemnaker.go.id/,0
https://www.google.com/,0
https://www.detik.com/,0
https://www.kompas.com/,0
https://mail.google.com/,0
https://www.youtube.com/,0
https://www.instagram.com/,0
https://web.whatsapp.com/,0
https://www.wikipedia.org/,0
https://xn--dna-4na.com/login,1
https://xn--gpay-8qa.net/verify,1
https://dana-poin25.xyz/tukar,1
https://ovo25.top/bonus,1
https://bcaklikmobile.info/aktivasi,1
https://gopaycoin.xyz/klaim,1
https://danabonus.ga/verifikasi,1
https://bri-online24.click/login,1
https://official-gopay.top/login,1
https://real-dana-id.xyz/masuk,1
https://verifikasi-akun-ovo.info/login,1
https://secure-bca-id.xyz/otp,1
https://gopay-resmi.click/masuk,1
https://dana-resmi-id.top/verify,1
https://ovo-official25.xyz/klaim,1
https://www.dana.id/promo/tahun-baru,0
https://www.gopay.co.id/bantuan,0
https://ovo.id/artikel/keamanan,0
https://www.bca.co.id/promo,0
https://bri.co.id/id/promo,0
https://www.shopee.co.id/help,0
