url,label
https://gopay25.ejcx.top/?bagi-saldo=42,0
https://dana-verifikasi.xyz/klaim-saldo,0
https://bit.ly/klaim-hadiah-bca,0
https://ovo-cashback.xyz/verifikasi,0
https://bri-mobile-verify.click/login,0
https://shopee-flashsale.top/promo,0
https://telkomsel-poin.info/tukar,0
https://bca-secure-login.xyz/verify,0
https://gojek25.tk/bagi-saldo,0
https://linkaja-bonus.ml/klaim,0
https://pln-cashback.ga/verifikasi,0
https://grab-promo25.cf/hadiah,0
https://bpjs-klaim-dana.xyz/form,0
https://tokopedia-flash.top/diskon,0
https://blibli-voucher.info/redeem,0
https://mandiri-verify-akun.xyz/login,0
https://bni-secure.click/verifikasi,0
https://indomaret-poin.top/tukar,0
https://alfamart-bonus.xyz/klaim,0
https://kominfo-blokir.xyz/verifikasi,0
https://pajak-online-bayar.info/lunasi,0
https://bansos-cair.xyz/daftar,0
https://kartuprakerja-daftar.click/gelombang,0
https://bsu-kemnaker.info/cek,0
https://xn--dna-4na.com/login,0
https://verifikasi-akun-ovo.info/login,0
https://secure-bca-id.xyz/otp,0
https://gopay-resmi.click/masuk,0
https://dana-resmi-id.top/verify,0
https://real-dana-id.xyz/masuk,0
https://gopay.co.id/promo,1
https://dana.id/beranda,1
https://www.ovo.id/,1
https://bri.co.id/,1
https://shopee.co.id/flash-sale,1
https://www.telkomsel.com/,1
https://www.bca.co.id/,1
https://www.gojek.com/,1
https://linkaja.id/,1
https://www.pln.co.id/,1
https://www.grab.com/id/,1
https://www.bpjsketenagakerjaan.go.id/,1
https://www.tokopedia.com/,1
https://www.blibli.com/,1
https://www.bankmandiri.co.id/,1
https://www.bni.co.id/,1
https://www.indomaret.co.id/,1
https://alfamart.co.id/,1
https://www.kominfo.go.id/,1
https://pajak.go.id/,1
https://kemensos.go.id/,1
https://www.prakerja.go.id/,1
https://pedulilindungi.kemkes.go.id/,1
https://www.kemnaker.go.id/,1
https://www.google.com/,1
https://www.detik.com/,1
https://www.kompas.com/,1
https://mail.google.com/,1
https://www.youtube.com/,1
https://www.instagram.com/,1
https://web.whatsapp.com/,1
https://www.dana.id/promo/tahun-baru,1
https://www.gopay.co.id/bantuan,1
https://ovo.id/artikel/keamanan,1
